date,county,state,fips,cases,deaths
2020-05-14,Nelson,Virginia,51125,97.1339,0
2020-05-14,New Kent,Virginia,51127,214.66,2
2020-05-14,Newport News,Virginia,51700,1544.46,10
2020-05-14,Norfolk,Virginia,51710,2683.16,5
2020-05-14,Northampton,Virginia,51131,1311.1,6
2020-05-14,Northumberland,Virginia,51133,143.422,1
2020-05-14,Norton,Virginia,51720,18.7396,0
2020-05-14,Nottoway,Virginia,51135,137.29,0
2020-05-14,Orange,Virginia,51137,510.491,0
2020-05-14,Page,Virginia,51139,1206.2,16
2020-05-14,Patrick,Virginia,51141,82.8176,0
2020-05-14,Petersburg,Virginia,51730,579.041,2
2020-05-14,Pittsylvania,Virginia,51143,204.076,1
2020-05-14,Poquoson,Virginia,51735,54.0206,0
2020-05-14,Portsmouth,Virginia,51740,1745.33,9
2020-05-14,Powhatan,Virginia,51145,184.082,0
2020-05-14,Prince Edward,Virginia,51147,707.983,2
2020-05-14,Prince George,Virginia,51149,462.398,0
2020-05-14,Prince William,Virginia,51153,28630.8,66
2020-05-14,Pulaski,Virginia,51155,92.526,0
2020-05-14,Radford,Virginia,51750,39.3478,0
2020-05-14,Rappahannock,Virginia,51157,78.3023,0
2020-05-14,Richmond,Virginia,51159,1693.11,4
2020-05-14,Richmond City,Virginia,51760,6295.64,18
2020-05-14,Roanoke,Virginia,51161,603.709,1
2020-05-14,Roanoke City,Virginia,51770,893.566,1
2020-05-14,Rockbridge,Virginia,51163,101.265,0
2020-05-14,Rockingham,Virginia,51165,2964.63,2
2020-05-14,Russell,Virginia,51167,52.9981,0
2020-05-14,Salem,Virginia,51775,215.26,0
2020-05-14,Scott,Virginia,51169,59.3061,2
2020-05-14,Shenandoah,Virginia,51171,2282.24,9
2020-05-14,Smyth,Virginia,51173,110.588,0
2020-05-14,Southampton,Virginia,51175,964.545,2
2020-05-14,Spotsylvania,Virginia,51177,2611.27,4
2020-05-14,Stafford,Virginia,51179,3770.21,4
2020-05-14,Staunton,Virginia,51790,216.558,0
2020-05-14,Suffolk,Virginia,51800,1926.5,22
2020-05-14,Surry,Virginia,51181,49.7756,1
2020-05-14,Sussex,Virginia,51183,716.488,1
2020-05-14,Tazewell,Virginia,51185,49.9148,0
2020-05-14,Virginia Beach,Virginia,51810,4172.15,19
2020-05-14,Warren,Virginia,51187,757.749,2
2020-05-14,Washington,Virginia,51191,349.712,3
2020-05-14,Waynesboro,Virginia,51820,234.854,0
2020-05-14,Westmoreland,Virginia,51193,330.929,0
2020-05-14,Williamsburg,Virginia,51830,317.951,3
2020-05-14,Winchester,Virginia,51840,852.24,1
2020-05-14,Wise,Virginia,51195,174.969,2
2020-05-14,Wythe,Virginia,51197,126.713,1
2020-05-14,York,Virginia,51199,484.028,2
2020-05-15,Accomack,Virginia,51001,4666.52,9
2020-05-15,Albemarle,Virginia,51003,1054.49,4
2020-05-15,Alexandria,Virginia,51510,11138.7,32
2020-05-15,Alleghany,Virginia,51005,94.0758,0
2020-05-15,Amelia,Virginia,51007,155.852,1
2020-05-15,Amherst,Virginia,51009,173.458,0
2020-05-15,Appomattox,Virginia,51011,189.227,0
2020-05-15,Arlington,Virginia,51013,12378.8,71
2020-05-15,Augusta,Virginia,51015,611.87,1
2020-05-15,Bedford,Virginia,51019,303.343,1
2020-05-15,Botetourt,Virginia,51023,232.58,3
2020-05-15,Bristol,Virginia,51520,26.8423,0
2020-05-15,Brunswick,Virginia,51025,151.764,1
2020-05-15,Buchanan,Virginia,51027,130.173,0
2020-05-15,Buckingham,Virginia,51029,2593.54,2
2020-05-15,Buena Vista,Virginia,51530,82.0693,0
2020-05-15,Campbell,Virginia,51031,108.275,1
2020-05-15,Caroline,Virginia,51033,339.616,2
2020-05-15,Carroll,Virginia,51035,450.578,0
2020-05-15,Charles City,Virginia,51036,179.386,1
2020-05-15,Charlotte,Virginia,51037,135.083,0
2020-05-15,Charlottesville,Virginia,51540,614.715,2
2020-05-15,Chesapeake,Virginia,51550,2957.83,10
2020-05-15,Chesterfield,Virginia,51041,7846.41,29
2020-05-15,Clarke,Virginia,51043,143.74,0
2020-05-15,Colonial Heights,Virginia,51570,562.983,7
2020-05-15,Covington,Virginia,51580,13.5715,0
2020-05-15,Craig,Virginia,51045,37.2247,0
2020-05-15,Culpeper,Virginia,51047,3581.67,5
2020-05-15,Cumberland,Virginia,51049,187.101,0
2020-05-15,Danville,Virginia,51590,333.984,1
2020-05-15,Dinwiddie,Virginia,51053,347.373,0
2020-05-15,Emporia,Virginia,51595,414.629,3
2020-05-15,Essex,Virginia,51057,253.934,0
2020-05-15,Fairfax,Virginia,51059,59592,273
2020-05-15,Fairfax City,Virginia,51600,372.811,3
2020-05-15,Falls Church,Virginia,51610,382.92,4
2020-05-15,Fauquier,Virginia,51061,1773.91,5
2020-05-15,Floyd,Virginia,51063,32.2498,0
2020-05-15,Fluvanna,Virginia,51065,623.279,6
2020-05-15,Franklin,Virginia,51067,228.549,1
2020-05-15,Franklin City,Virginia,51620,248.767,1
2020-05-15,Frederick,Virginia,51069,1761.6,3
2020-05-15,Fredericksburg,Virginia,51630,768.904,0
2020-05-15,Galax,Virginia,51640,560.949,0
2020-05-15,Giles,Virginia,51071,46.6752,0
2020-05-15,Gloucester,Virginia,51073,218.365,1
2020-05-15,Goochland,Virginia,51075,656.669,5
2020-05-15,Grayson,Virginia,51077,169.633,0
2020-05-15,Greene,Virginia,51079,161.284,1
2020-05-15,Greensville,Virginia,51081,397.145,7
2020-05-15,Halifax,Virginia,51083,196.617,0
2020-05-15,Hampton,Virginia,51650,1217.66,3
2020-05-15,Hanover,Virginia,51085,1798.11,19
2020-05-15,Harrisonburg,Virginia,51660,4810.88,21
2020-05-15,Henrico,Virginia,51087,10003.5,113
2020-05-15,Henry,Virginia,51089,468.726,1
2020-05-15,Highland,Virginia,51091,21.3742,0
2020-05-15,Hopewell,Virginia,51670,447.502,0
2020-05-15,Isle of Wight,Virginia,51093,874.679,3
2020-05-15,James City,Virginia,51095,1531.72,15
2020-05-15,King George,Virginia,51099,374.917,4
2020-05-15,King William,Virginia,51101,140.41,1
2020-05-15,King and Queen,Virginia,51097,52.484,0
2020-05-15,Lancaster,Virginia,51103,60.2824,0
2020-05-15,Lee,Virginia,51105,84.4549,0
2020-05-15,Lexington,Virginia,51678,49.942,0
2020-05-15,Loudoun,Virginia,51107,12906.4,48
2020-05-15,Louisa,Virginia,51109,482.377,0
2020-05-15,Lunenburg,Virginia,51111,65.6165,0
2020-05-15,Lynchburg,Virginia,51680,533.934,1
2020-05-15,Madison,Virginia,51113,218.057,1
2020-05-15,Manassas,Virginia,51683,5261.33,5
2020-05-15,Manassas Park,Virginia,51685,1547.66,3
2020-05-15,Martinsville,Virginia,51690,146.905,0
2020-05-15,Mathews,Virginia,51115,39.4148,0
2020-05-15,Mecklenburg,Virginia,51117,1298.43,15
2020-05-15,Middlesex,Virginia,51119,89.3261,0
2020-05-15,Montgomery,Virginia,51121,490.82,1
2020-05-15,Nelson,Virginia,51125,99.1994,0
2020-05-15,New Kent,Virginia,51127,220.218,1
2020-05-15,Newport News,Virginia,51700,1567.67,10
2020-05-15,Norfolk,Virginia,51710,2739.28,5
2020-05-15,Northampton,Virginia,51131,1324.83,7
2020-05-15,Northumberland,Virginia,51133,145.231,1
2020-05-15,Norton,Virginia,51720,18.7396,0
2020-05-15,Nottoway,Virginia,51135,142.009,0
2020-05-15,Orange,Virginia,51137,524.769,0
2020-05-15,Page,Virginia,51139,1229.64,16
2020-05-15,Patrick,Virginia,51141,86.0187,0
2020-05-15,Petersburg,Virginia,51730,601.643,2
2020-05-15,Pittsylvania,Virginia,51143,211,1
2020-05-15,Poquoson,Virginia,51735,54.2164,0
2020-05-15,Portsmouth,Virginia,51740,1773.22,10
2020-05-15,Powhatan,Virginia,51145,187.11,0
2020-05-15,Prince Edward,Virginia,51147,727.72,2
2020-05-15,Prince George,Virginia,51149,494.052,0
2020-05-15,Prince William,Virginia,51153,29277.5,67
2020-05-15,Pulaski,Virginia,51155,97.2437,0
2020-05-15,Radford,Virginia,51750,40.3215,0
2020-05-15,Rappahannock,Virginia,51157,78.8292,0
2020-05-15,Richmond,Virginia,51159,1697.97,4
2020-05-15,Richmond City,Virginia,51760,6478.14,18
2020-05-15,Roanoke,Virginia,51161,610.855,1
2020-05-15,Roanoke City,Virginia,51770,903.431,1
2020-05-15,Rockbridge,Virginia,51163,103.536,0
2020-05-15,Rockingham,Virginia,51165,3006.04,2
2020-05-15,Russell,Virginia,51167,52.9981,0
2020-05-15,Salem,Virginia,51775,215.809,0
2020-05-15,Scott,Virginia,51169,59.3061,2
2020-05-15,Shenandoah,Virginia,51171,2325.41,10
2020-05-15,Smyth,Virginia,51173,110.588,0
2020-05-15,Southampton,Virginia,51175,968.461,2
2020-05-15,Spotsylvania,Virginia,51177,2698.37,4
2020-05-15,Stafford,Virginia,51179,3855.53,4
2020-05-15,Staunton,Virginia,51790,219.922,0
2020-05-15,Suffolk,Virginia,51800,1943.2,22
2020-05-15,Surry,Virginia,51181,51.8908,1
2020-05-15,Sussex,Virginia,51183,743.448,1
2020-05-15,Tazewell,Virginia,51185,50.801,0
2020-05-15,Virginia Beach,Virginia,51810,4233.56,19
2020-05-15,Warren,Virginia,51187,780.298,2
2020-05-15,Washington,Virginia,51191,349.854,3
2020-05-15,Waynesboro,Virginia,51820,239.894,0
2020-05-15,Westmoreland,Virginia,51193,342.29,0
2020-05-15,Williamsburg,Virginia,51830,318.445,3
2020-05-15,Winchester,Virginia,51840,885.54,1
2020-05-15,Wise,Virginia,51195,175.296,2
2020-05-15,Wythe,Virginia,51197,129.784,1
2020-05-15,York,Virginia,51199,488.274,3
2020-05-16,Accomack,Virginia,51001,4758.34,9
2020-05-16,Albemarle,Virginia,51003,1079.11,4
2020-05-16,Alexandria,Virginia,51510,11297.6,34
2020-05-16,Alleghany,Virginia,51005,99.1356,0
2020-05-16,Amelia,Virginia,51007,157.704,1
2020-05-16,Amherst,Virginia,51009,174.544,0
2020-05-16,Appomattox,Virginia,51011,192.537,0
2020-05-16,Arlington,Virginia,51013,12545,74
2020-05-16,Augusta,Virginia,51015,623.455,1
2020-05-16,Bedford,Virginia,51019,310.914,1
2020-05-16,Botetourt,Virginia,51023,233.217,3
2020-05-16,Bristol,Virginia,51520,26.8904,0
2020-05-16,Brunswick,Virginia,51025,154.476,1
2020-05-16,Buchanan,Virginia,51027,130.173,0
2020-05-16,Buckingham,Virginia,51029,2604.15,2
2020-05-16,Buena Vista,Virginia,51530,82.6481,0
2020-05-16,Campbell,Virginia,51031,110.864,1
2020-05-16,Caroline,Virginia,51033,350.25,2
2020-05-16,Carroll,Virginia,51035,464.418,0
2020-05-16,Charles City,Virginia,51036,179.947,1
2020-05-16,Charlotte,Virginia,51037,137.97,0
2020-05-16,Charlottesville,Virginia,51540,636.803,2
2020-05-16,Chesapeake,Virginia,51550,3009.64,10
2020-05-16,Chesterfield,Virginia,51041,8035.74,29
2020-05-16,Clarke,Virginia,51043,146.935,0
2020-05-16,Colonial Heights,Virginia,51570,568.105,7
2020-05-16,Covington,Virginia,51580,13.9481,0
2020-05-16,Craig,Virginia,51045,37.2643,0
2020-05-16,Culpeper,Virginia,51047,3650.07,5
2020-05-16,Cumberland,Virginia,51049,192.987,0
2020-05-16,Danville,Virginia,51590,338.129,1
2020-05-16,Dinwiddie,Virginia,51053,364.392,0
2020-05-16,Emporia,Virginia,51595,426.154,3
2020-05-16,Essex,Virginia,51057,257.883,0
2020-05-16,Fairfax,Virginia,51059,60815.9,278
2020-05-16,Fairfax City,Virginia,51600,379.777,3
2020-05-16,Falls Church,Virginia,51610,387.519,4
2020-05-16,Fauquier,Virginia,51061,1798.26,5
2020-05-16,Floyd,Virginia,51063,33.2597,0
2020-05-16,Fluvanna,Virginia,51065,627.26,6
2020-05-16,Franklin,Virginia,51067,230.978,1
2020-05-16,Franklin City,Virginia,51620,251.931,1
2020-05-16,Frederick,Virginia,51069,1815.29,3
2020-05-16,Fredericksburg,Virginia,51630,794.361,0
2020-05-16,Galax,Virginia,51640,577.658,0
2020-05-16,Giles,Virginia,51071,46.6752,0
2020-05-16,Gloucester,Virginia,51073,218.805,1
2020-05-16,Goochland,Virginia,51075,660.795,5
2020-05-16,Grayson,Virginia,51077,175.747,0
2020-05-16,Greene,Virginia,51079,167.791,1
2020-05-16,Greensville,Virginia,51081,408.852,7
2020-05-16,Halifax,Virginia,51083,197.16,0
2020-05-16,Hampton,Virginia,51650,1234.33,3
2020-05-16,Hanover,Virginia,51085,1839.24,19
2020-05-16,Harrisonburg,Virginia,51660,4851.87,21
2020-05-16,Henrico,Virginia,51087,10217.3,113
2020-05-16,Henry,Virginia,51089,495.849,2
2020-05-16,Highland,Virginia,51091,21.3963,0
2020-05-16,Hopewell,Virginia,51670,461.084,0
2020-05-16,Isle of Wight,Virginia,51093,877.667,3
2020-05-16,James City,Virginia,51095,1538.41,15
2020-05-16,King George,Virginia,51099,382.839,4
2020-05-16,King William,Virginia,51101,145.868,1
2020-05-16,King and Queen,Virginia,51097,55.1548,0
2020-05-16,Lancaster,Virginia,51103,60.6241,0
2020-05-16,Lee,Virginia,51105,84.4549,0
2020-05-16,Lexington,Virginia,51678,50.5298,0
2020-05-16,Loudoun,Virginia,51107,13310.9,48
2020-05-16,Louisa,Virginia,51109,488.972,0
2020-05-16,Lunenburg,Virginia,51111,68.667,0
2020-05-16,Lynchburg,Virginia,51680,535.951,1
2020-05-16,Madison,Virginia,51113,224.327,1
2020-05-16,Manassas,Virginia,51683,5415.31,5
2020-05-16,Manassas Park,Virginia,51685,1586.1,3
2020-05-16,Martinsville,Virginia,51690,151.632,0
2020-05-16,Mathews,Virginia,51115,39.4148,0
2020-05-16,Mecklenburg,Virginia,51117,1311.26,16
2020-05-16,Middlesex,Virginia,51119,90.774,0
2020-05-16,Montgomery,Virginia,51121,495.181,1
2020-05-16,Nelson,Virginia,51125,101.212,0
2020-05-16,New Kent,Virginia,51127,225.311,1
2020-05-16,Newport News,Virginia,51700,1590.73,10
2020-05-16,Norfolk,Virginia,51710,2795.22,5
2020-05-16,Northampton,Virginia,51131,1338.85,8
2020-05-16,Northumberland,Virginia,51133,146.999,1
2020-05-16,Norton,Virginia,51720,18.7396,0
2020-05-16,Nottoway,Virginia,51135,148.251,0
2020-05-16,Orange,Virginia,51137,539.341,0
2020-05-16,Page,Virginia,51139,1252.37,16
2020-05-16,Patrick,Virginia,51141,89.2441,0
2020-05-16,Petersburg,Virginia,51730,626.471,2
2020-05-16,Pittsylvania,Virginia,51143,218.011,1
2020-05-16,Poquoson,Virginia,51735,54.5049,0
2020-05-16,Portsmouth,Virginia,51740,1801.26,10
2020-05-16,Powhatan,Virginia,51145,190.414,0
2020-05-16,Prince Edward,Virginia,51147,745.527,2
2020-05-16,Prince George,Virginia,51149,529.814,0
2020-05-16,Prince William,Virginia,51153,29893.6,69
2020-05-16,Pulaski,Virginia,51155,102.402,0
2020-05-16,Radford,Virginia,51750,40.8797,0
2020-05-16,Rappahannock,Virginia,51157,79.3575,0
2020-05-16,Richmond,Virginia,51159,1702.54,4
2020-05-16,Richmond City,Virginia,51760,6666.63,18
2020-05-16,Roanoke,Virginia,51161,618.553,3
2020-05-16,Roanoke City,Virginia,51770,914.596,8
2020-05-16,Rockbridge,Virginia,51163,105.615,0
2020-05-16,Rockingham,Virginia,51165,3046.85,2
2020-05-16,Russell,Virginia,51167,52.9981,0
2020-05-16,Salem,Virginia,51775,216.636,0
2020-05-16,Scott,Virginia,51169,59.3061,2
2020-05-16,Shenandoah,Virginia,51171,2372.07,11
2020-05-16,Smyth,Virginia,51173,110.588,0
2020-05-16,Southampton,Virginia,51175,972.322,2
2020-05-16,Spotsylvania,Virginia,51177,2785.12,4
2020-05-16,Stafford,Virginia,51179,3935.88,4
2020-05-16,Staunton,Virginia,51790,224.183,0
2020-05-16,Suffolk,Virginia,51800,1958,22
2020-05-16,Surry,Virginia,51181,54.2281,1
2020-05-16,Sussex,Virginia,51183,769.286,1
2020-05-16,Tazewell,Virginia,51185,51.9653,0
2020-05-16,Virginia Beach,Virginia,51810,4297.94,19
2020-05-16,Warren,Virginia,51187,805.557,2
2020-05-16,Washington,Virginia,51191,349.996,3
2020-05-16,Waynesboro,Virginia,51820,244.344,0
2020-05-16,Westmoreland,Virginia,51193,353.657,0
2020-05-16,Williamsburg,Virginia,51830,319.031,3
2020-05-16,Winchester,Virginia,51840,918.592,1
2020-05-16,Wise,Virginia,51195,175.624,2
2020-05-16,Wythe,Virginia,51197,132.576,1
2020-05-16,York,Virginia,51199,492.322,3
2020-05-17,Accomack,Virginia,51001,4858.24,9
2020-05-17,Albemarle,Virginia,51003,1104.5,4
2020-05-17,Alexandria,Virginia,51510,11450.5,34
2020-05-17,Alleghany,Virginia,51005,104.284,0
2020-05-17,Amelia,Virginia,51007,159.871,1
2020-05-17,Amherst,Virginia,51009,175.445,0
2020-05-17,Appomattox,Virginia,51011,195.263,0
2020-05-17,Arlington,Virginia,51013,12700.3,75
2020-05-17,Augusta,Virginia,51015,634.667,1
2020-05-17,Bedford,Virginia,51019,319.581,1
2020-05-17,Botetourt,Virginia,51023,233.943,3
2020-05-17,Bristol,Virginia,51520,26.8904,0
2020-05-17,Brunswick,Virginia,51025,157.869,1
2020-05-17,Buchanan,Virginia,51027,130.173,0
2020-05-17,Buckingham,Virginia,51029,2614.89,2
2020-05-17,Buena Vista,Virginia,51530,83.0929,0
2020-05-17,Campbell,Virginia,51031,113.359,1
2020-05-17,Caroline,Virginia,51033,361.838,2
2020-05-17,Carroll,Virginia,51035,477.884,0
2020-05-17,Charles City,Virginia,51036,180.267,1
2020-05-17,Charlotte,Virginia,51037,140.544,0
2020-05-17,Charlottesville,Virginia,51540,659.188,2
2020-05-17,Chesapeake,Virginia,51550,3061.91,10
2020-05-17,Chesterfield,Virginia,51041,8244.74,29
2020-05-17,Clarke,Virginia,51043,150.264,0
2020-05-17,Colonial Heights,Virginia,51570,573.832,7
2020-05-17,Covington,Virginia,51580,14.4157,0
2020-05-17,Craig,Virginia,51045,37.2643,0
2020-05-17,Culpeper,Virginia,51047,3712.84,5
2020-05-17,Cumberland,Virginia,51049,198.873,0
2020-05-17,Danville,Virginia,51590,342.824,1
2020-05-17,Dinwiddie,Virginia,51053,381.887,0
2020-05-17,Emporia,Virginia,51595,437.758,3
2020-05-17,Essex,Virginia,51057,261.468,0
2020-05-17,Fairfax,Virginia,51059,61999.2,282
2020-05-17,Fairfax City,Virginia,51600,386.418,3
2020-05-17,Falls Church,Virginia,51610,391.64,4
2020-05-17,Fauquier,Virginia,51061,1820.76,5
2020-05-17,Floyd,Virginia,51063,34.3623,0
2020-05-17,Fluvanna,Virginia,51065,631.233,6
2020-05-17,Franklin,Virginia,51067,233.035,1
2020-05-17,Franklin City,Virginia,51620,254.729,1
2020-05-17,Frederick,Virginia,51069,1870.23,3
2020-05-17,Fredericksburg,Virginia,51630,820.01,0
2020-05-17,Galax,Virginia,51640,594.394,0
2020-05-17,Giles,Virginia,51071,46.6752,0
2020-05-17,Gloucester,Virginia,51073,219.284,1
2020-05-17,Goochland,Virginia,51075,665.26,5
2020-05-17,Grayson,Virginia,51077,181.929,0
2020-05-17,Greene,Virginia,51079,174.248,1
2020-05-17,Greensville,Virginia,51081,428.442,7
2020-05-17,Halifax,Virginia,51083,197.611,0
2020-05-17,Hampton,Virginia,51650,1251.77,3
2020-05-17,Hanover,Virginia,51085,1875.67,19
2020-05-17,Harrisonburg,Virginia,51660,4892.29,21
2020-05-17,Henrico,Virginia,51087,10438.2,113
2020-05-17,Henry,Virginia,51089,523.951,2
2020-05-17,Highland,Virginia,51091,21.3963,0
2020-05-17,Hopewell,Virginia,51670,474.838,0
2020-05-17,Isle of Wight,Virginia,51093,880.921,3
2020-05-17,James City,Virginia,51095,1545.01,15
2020-05-17,King George,Virginia,51099,390.525,4
2020-05-17,King William,Virginia,51101,150.957,1
2020-05-17,King and Queen,Virginia,51097,58.0971,0
2020-05-17,Lancaster,Virginia,51103,60.7354,0
2020-05-17,Lee,Virginia,51105,84.4549,0
2020-05-17,Lexington,Virginia,51678,51.1605,0
2020-05-17,Loudoun,Virginia,51107,13688,48
2020-05-17,Louisa,Virginia,51109,494.9,0
2020-05-17,Lunenburg,Virginia,51111,71.8506,0
2020-05-17,Lynchburg,Virginia,51680,537.508,1
2020-05-17,Madison,Virginia,51113,229.852,1
2020-05-17,Manassas,Virginia,51683,5563.64,5
2020-05-17,Manassas Park,Virginia,51685,1623.26,3
2020-05-17,Martinsville,Virginia,51690,156.349,0
2020-05-17,Mathews,Virginia,51115,39.4148,0
2020-05-17,Mecklenburg,Virginia,51117,1321.77,16
2020-05-17,Middlesex,Virginia,51119,92.133,0
2020-05-17,Montgomery,Virginia,51121,500.042,1
2020-05-17,Nelson,Virginia,51125,103.04,0
2020-05-17,New Kent,Virginia,51127,229.857,1
2020-05-17,Newport News,Virginia,51700,1613.3,10
2020-05-17,Norfolk,Virginia,51710,2851.88,5
2020-05-17,Northampton,Virginia,51131,1352.82,9
2020-05-17,Northumberland,Virginia,51133,148.678,1
2020-05-17,Norton,Virginia,51720,18.7396,0
2020-05-17,Nottoway,Virginia,51135,155.862,0
2020-05-17,Orange,Virginia,51137,553.831,0
2020-05-17,Page,Virginia,51139,1273.13,16
2020-05-17,Patrick,Virginia,51141,92.5185,0
2020-05-17,Petersburg,Virginia,51730,652.884,2
2020-05-17,Pittsylvania,Virginia,51143,224.972,1
2020-05-17,Poquoson,Virginia,51735,54.8845,0
2020-05-17,Portsmouth,Virginia,51740,1829.26,10
2020-05-17,Powhatan,Virginia,51145,193.989,0
2020-05-17,Prince Edward,Virginia,51147,761.074,2
2020-05-17,Prince George,Virginia,51149,568.471,0
2020-05-17,Prince William,Virginia,51153,30485.3,70
2020-05-17,Pulaski,Virginia,51155,107.642,0
2020-05-17,Radford,Virginia,51750,41.1121,0
2020-05-17,Rappahannock,Virginia,51157,79.8868,0
2020-05-17,Richmond,Virginia,51159,1707.11,4
2020-05-17,Richmond City,Virginia,51760,6862.08,18
2020-05-17,Roanoke,Virginia,51161,627.064,3
2020-05-17,Roanoke City,Virginia,51770,927.443,8
2020-05-17,Rockbridge,Virginia,51163,107.506,0
2020-05-17,Rockingham,Virginia,51165,3087.73,2
2020-05-17,Russell,Virginia,51167,52.9981,0
2020-05-17,Salem,Virginia,51775,217.919,0
2020-05-17,Scott,Virginia,51169,59.3061,2
2020-05-17,Shenandoah,Virginia,51171,2420.26,11
2020-05-17,Smyth,Virginia,51173,110.588,0
2020-05-17,Southampton,Virginia,51175,976.041,2
2020-05-17,Spotsylvania,Virginia,51177,2870.96,4
2020-05-17,Stafford,Virginia,51179,4010.72,4
2020-05-17,Staunton,Virginia,51790,229.496,0
2020-05-17,Suffolk,Virginia,51800,1970.7,22
2020-05-17,Surry,Virginia,51181,56.6095,1
2020-05-17,Sussex,Virginia,51183,793.884,1
2020-05-17,Tazewell,Virginia,51185,53.358,0
2020-05-17,Virginia Beach,Virginia,51810,4364.48,19
2020-05-17,Warren,Virginia,51187,835.136,2
2020-05-17,Washington,Virginia,51191,350.271,3
2020-05-17,Waynesboro,Virginia,51820,248.429,0
2020-05-17,Westmoreland,Virginia,51193,364.615,0
2020-05-17,Williamsburg,Virginia,51830,319.761,3
2020-05-17,Winchester,Virginia,51840,950.433,1
2020-05-17,Wise,Virginia,51195,176.003,2
2020-05-17,Wythe,Virginia,51197,135.637,1
2020-05-17,York,Virginia,51199,496.21,3
2020-05-18,Accomack,Virginia,51001,4962.89,9
2020-05-18,Albemarle,Virginia,51003,1130.88,4
2020-05-18,Alexandria,Virginia,51510,11591.7,34
2020-05-18,Alleghany,Virginia,51005,109.301,0
2020-05-18,Amelia,Virginia,51007,162.329,1
2020-05-18,Amherst,Virginia,51009,176.163,0
2020-05-18,Appomattox,Virginia,51011,197.492,0
2020-05-18,Arlington,Virginia,51013,12839.5,77
2020-05-18,Augusta,Virginia,51015,645.639,1
2020-05-18,Bedford,Virginia,51019,329.139,1
2020-05-18,Botetourt,Virginia,51023,234.757,3
2020-05-18,Bristol,Virginia,51520,26.8904,0
2020-05-18,Brunswick,Virginia,51025,161.585,1
2020-05-18,Buchanan,Virginia,51027,130.173,0
2020-05-18,Buckingham,Virginia,51029,2625.76,2
2020-05-18,Buena Vista,Virginia,51530,83.4478,0
2020-05-18,Campbell,Virginia,51031,115.726,1
2020-05-18,Caroline,Virginia,51033,374.162,2
2020-05-18,Carroll,Virginia,51035,492.241,0
2020-05-18,Charles City,Virginia,51036,180.403,1
2020-05-18,Charlotte,Virginia,51037,143.055,0
2020-05-18,Charlottesville,Virginia,51540,681.383,2
2020-05-18,Chesapeake,Virginia,51550,3114.25,10
2020-05-18,Chesterfield,Virginia,51041,8469,29
2020-05-18,Clarke,Virginia,51043,153.81,0
2020-05-18,Colonial Heights,Virginia,51570,580.233,7
2020-05-18,Covington,Virginia,51580,14.9734,0
2020-05-18,Craig,Virginia,51045,37.2643,0
2020-05-18,Culpeper,Virginia,51047,3771.17,5
2020-05-18,Cumberland,Virginia,51049,204.645,0
2020-05-18,Danville,Virginia,51590,347.782,1
2020-05-18,Dinwiddie,Virginia,51053,399.366,0
2020-05-18,Emporia,Virginia,51595,448.915,3
2020-05-18,Essex,Virginia,51057,264.721,0
2020-05-18,Fairfax,Virginia,51059,63119.5,284
2020-05-18,Fairfax City,Virginia,51600,392.376,3
2020-05-18,Falls Church,Virginia,51610,395.329,4
2020-05-18,Fauquier,Virginia,51061,1842.26,5
2020-05-18,Floyd,Virginia,51063,35.4238,0
2020-05-18,Fluvanna,Virginia,51065,635.255,6
2020-05-18,Franklin,Virginia,51067,234.843,1
2020-05-18,Franklin City,Virginia,51620,256.949,1
2020-05-18,Frederick,Virginia,51069,1924,3
2020-05-18,Fredericksburg,Virginia,51630,845.604,0
2020-05-18,Galax,Virginia,51640,611.93,0
2020-05-18,Giles,Virginia,51071,46.6752,0
2020-05-18,Gloucester,Virginia,51073,219.852,1
2020-05-18,Goochland,Virginia,51075,670.196,5
2020-05-18,Grayson,Virginia,51077,188.536,0
2020-05-18,Greene,Virginia,51079,180.446,1
2020-05-18,Greensville,Virginia,51081,460.602,7
2020-05-18,Halifax,Virginia,51083,198.06,0
2020-05-18,Hampton,Virginia,51650,1269.27,3
2020-05-18,Hanover,Virginia,51085,1907.16,19
2020-05-18,Harrisonburg,Virginia,51660,4932.14,21
2020-05-18,Henrico,Virginia,51087,10661.3,113
2020-05-18,Henry,Virginia,51089,553.448,2
2020-05-18,Highland,Virginia,51091,21.3963,0
2020-05-18,Hopewell,Virginia,51670,488.848,0
2020-05-18,Isle of Wight,Virginia,51093,884.346,3
2020-05-18,James City,Virginia,51095,1551.26,15
2020-05-18,King George,Virginia,51099,397.962,4
2020-05-18,King William,Virginia,51101,155.698,1
2020-05-18,King and Queen,Virginia,51097,61.7584,0
2020-05-18,Lancaster,Virginia,51103,60.7354,0
2020-05-18,Lee,Virginia,51105,84.4549,0
2020-05-18,Lexington,Virginia,51678,51.7008,0
2020-05-18,Loudoun,Virginia,51107,14050.4,48
2020-05-18,Louisa,Virginia,51109,500.549,0
2020-05-18,Lunenburg,Virginia,51111,75.086,0
2020-05-18,Lynchburg,Virginia,51680,538.677,1
2020-05-18,Madison,Virginia,51113,234.608,1
2020-05-18,Manassas,Virginia,51683,5708.39,5
2020-05-18,Manassas Park,Virginia,51685,1660.35,3
2020-05-18,Martinsville,Virginia,51690,161.18,0
2020-05-18,Mathews,Virginia,51115,39.4148,0
2020-05-18,Mecklenburg,Virginia,51117,1330.3,16
2020-05-18,Middlesex,Virginia,51119,93.4039,0
